,PA13:NO2,PA13:NO,PA13:NOX,PA13:O3,OBJECTID
2024/04/16 09:00:00+00,15.1,1.5,17.4,59,2557
2024/04/16 10:00:00+00,15.5,2.9,20,56.8,2558
2024/04/16 11:00:00+00,10.9,2.5,14.8,69.3,2559
2024/04/16 12:00:00+00,9.1,2.1,12.2,73.3,2560
2024/04/16 13:00:00+00,8.7,2,11.8,76.8,2561
2024/04/16 14:00:00+00,7.8,2.2,11.3,79.1,2562
2024/04/16 15:00:00+00,7.8,1.4,10,82,2563
2024/04/16 16:00:00+00,9,1.2,10.9,80.3,2564
2024/04/16 17:00:00+00,10.2,1.3,12.2,78.5,2565
2024/04/16 18:00:00+00,9.8,0.5,10.6,77.7,2566
2024/04/16 19:00:00+00,10.5,0.5,11.2,80,2567
2024/04/16 20:00:00+00,11.4,0.6,12.3,78.4,2568
2024/04/16 21:00:00+00,10.1,0.3,10.5,78.2,2569
2024/04/16 22:00:00+00,11.9,0.3,12.3,73.3,2570
2024/04/16 23:00:00+00,10.3,0.4,10.8,72.1,2571
2024/04/17 00:00:00+00,11,-0.1,10.7,65.1,2572
2024/04/17 01:00:00+00,9.1,0.4,9.8,63.9,2573
2024/04/17 02:00:00+00,8.2,-0.1,8,62.5,2574
2024/04/17 03:00:00+00,7.8,0.3,8.3,62.1,2575
2024/04/17 04:00:00+00,8.3,0.5,9,64.8,2576
2024/04/17 05:00:00+00,14.6,0.3,15.2,57.7,2577
2024/04/17 06:00:00+00,22.9,0.9,24.3,49.1,2578
2024/04/17 07:00:00+00,23,1.8,25.8,49.4,2579
2024/04/17 08:00:00+00,20.4,4.4,27.1,58.3,2580
2024/04/17 09:00:00+00,11.8,2.5,15.8,72.4,2581
2024/04/17 10:00:00+00,10.5,3.1,15.4,73.1,2582
2024/04/17 11:00:00+00,8.1,1.8,10.9,78.9,2583
2024/04/17 12:00:00+00,9.3,1.4,11.5,78.6,2584
2024/04/17 13:00:00+00,8.2,1.1,10,80.8,2585
2024/04/17 14:00:00+00,11.1,0.9,12.4,76.1,2586
2024/04/17 15:00:00+00,11.9,1.4,14.2,71.4,2587
2024/04/17 16:00:00+00,9.4,1.2,11.2,74.9,2588
2024/04/17 17:00:00+00,15,0.8,16.3,66.9,2589
2024/04/17 18:00:00+00,10.7,0.7,11.8,75.1,2590
2024/04/17 19:00:00+00,12.6,0.9,13.9,69.5,2591
2024/04/17 20:00:00+00,14.2,0.2,14.5,64.2,2592
2024/04/17 21:00:00+00,16.1,0.4,16.5,59.1,2593
2024/04/17 22:00:00+00,15.5,0.3,16,58,2594
2024/04/17 23:00:00+00,9.8,0.5,10.5,67.4,2595
2024/04/18 00:00:00+00,15.5,0.5,16.3,54,2596
2024/04/18 01:00:00+00,16.8,1.1,18.5,51.1,2597
2024/04/18 02:00:00+00,8.5,0.6,9.5,62.9,2598
2024/04/18 03:00:00+00,6.4,0.3,6.9,62.5,2599
2024/04/18 04:00:00+00,11.4,0.4,12,53.3,2600
2024/04/18 05:00:00+00,16.4,0.4,17.1,46.3,2601
2024/04/18 06:00:00+00,22.4,1.3,24.5,45.4,2602
2024/04/18 07:00:00+00,23.6,3.1,28.3,49.3,2603
2024/04/18 08:00:00+00,19.3,3.5,24.7,55.2,2604
2024/04/18 09:00:00+00,16,2.9,20.4,62,2605
2024/04/18 10:00:00+00,13.9,2.6,17.7,67.9,2606
2024/04/18 11:00:00+00,8.5,1.8,11.3,77.4,2607
2024/04/18 12:00:00+00,8.1,2,11,81.4,2608
2024/04/18 13:00:00+00,7.3,1.4,9.5,84.7,2609
2024/04/18 14:00:00+00,7.9,1,9.7,85.9,2610
2024/04/18 15:00:00+00,6.5,1.7,9.1,89.1,2611
2024/04/18 16:00:00+00,8.7,1.1,10.4,88.7,2612
2024/04/18 17:00:00+00,8.9,0.8,10.1,88.3,2613
2024/04/18 18:00:00+00,11.3,1.1,13,81.1,2614
2024/04/18 19:00:00+00,13.2,0.3,13.8,74.8,2615
2024/04/18 20:00:00+00,14.6,0.7,15.8,70.2,2616
2024/04/18 21:00:00+00,54.8,1.4,56.9,31.9,2617
2024/04/18 22:00:00+00,59.6,1.6,62,21.7,2618
2024/04/18 23:00:00+00,30.6,0.8,31.8,49.8,2619
2024/04/19 00:00:00+00,20.1,0.6,21,56,2620
2024/04/19 01:00:00+00,12.8,0.8,14,64.6,2621
2024/04/19 02:00:00+00,9.1,0.5,9.9,70.2,2622
2024/04/19 03:00:00+00,8.1,0.9,9.6,73.7,2623
2024/04/19 04:00:00+00,10,0.2,10.5,70.8,2624
2024/04/19 05:00:00+00,12.4,0.5,13.2,67.3,2625
2024/04/19 06:00:00+00,16.8,0.3,17.2,60.5,2626
2024/04/19 07:00:00+00,16.8,0.9,18.1,62.7,2627
2024/04/19 08:00:00+00,15.6,0.9,17.1,62.3,2628
2024/04/19 09:00:00+00,13.8,2,16.9,62.5,2629
2024/04/19 10:00:00+00,14,1.3,16,59.6,2630
2024/04/19 11:00:00+00,12.4,1.3,14.5,60.1,2631
2024/04/19 12:00:00+00,11.5,1.3,13.4,59.8,2632
2024/04/19 13:00:00+00,10.9,1.1,12.7,58.5,2633
2024/04/19 14:00:00+00,10.2,1.1,11.9,58.2,2634
2024/04/19 15:00:00+00,11.4,1.1,13.1,57.2,2635
2024/04/19 16:00:00+00,10.8,0.8,12,60.3,2636
2024/04/19 17:00:00+00,11.9,1.3,14,59.3,2637
2024/04/19 18:00:00+00,14.7,0.6,15.6,60.7,2638
2024/04/19 19:00:00+00,22.4,0.4,23,48.7,2639
2024/04/19 20:00:00+00,18.1,0.6,18.9,57.8,2640
2024/04/19 21:00:00+00,12.6,0.6,13.4,60.1,2641
2024/04/19 22:00:00+00,12.1,0.5,12.8,62.1,2642
2024/04/19 23:00:00+00,11,0.6,11.9,64.8,2643
2024/04/20 00:00:00+00,11.9,0.6,13,62.9,2644
2024/04/20 01:00:00+00,10.5,0.5,11.3,63.4,2645
2024/04/20 02:00:00+00,10.5,0.7,11.7,56.3,2646
2024/04/20 03:00:00+00,12.8,0.2,13,52.3,2647
2024/04/20 04:00:00+00,13.9,0.7,14.9,55.2,2648
2024/04/20 05:00:00+00,15.4,0.6,16.4,56.3,2649
2024/04/20 06:00:00+00,12.8,0.7,13.8,60.8,2650
2024/04/20 07:00:00+00,16.5,1.4,18.6,59.4,2651
2024/04/20 08:00:00+00,13.2,1.8,15.9,66.3,2652
2024/04/20 09:00:00+00,9,1.2,10.8,73.9,2653
2024/04/20 10:00:00+00,7.1,1.5,9.4,79.5,2654
2024/04/20 11:00:00+00,9.2,1.7,11.8,79.9,2655
2024/04/20 12:00:00+00,9.3,1,10.9,79,2656
2024/04/20 13:00:00+00,7.8,2,10.8,79.6,2657
2024/04/20 14:00:00+00,7.1,1.8,10,84.9,2658
2024/04/20 15:00:00+00,11.3,0.6,12.1,79,2659
2024/04/20 16:00:00+00,9.2,0.9,10.7,81.7,2660
2024/04/20 17:00:00+00,7.9,0.9,9.3,84.4,2661
2024/04/20 18:00:00+00,9.9,0.4,10.5,81.7,2662
2024/04/20 19:00:00+00,9.8,0.5,10.6,80.3,2663
2024/04/20 20:00:00+00,11.7,0.5,12.4,77.7,2664
2024/04/20 21:00:00+00,12.3,0.7,13.5,74.9,2665
2024/04/20 22:00:00+00,11.6,0.5,12.4,73.2,2666
2024/04/20 23:00:00+00,12.8,0.4,13.4,67.2,2667
2024/04/21 00:00:00+00,13.4,0.1,13.6,66.2,2668
2024/04/21 01:00:00+00,15.5,0.5,16.1,59.6,2669
2024/04/21 02:00:00+00,17.1,0.4,17.7,53.2,2670
2024/04/21 03:00:00+00,14.7,0.4,15.3,53.4,2671
2024/04/21 04:00:00+00,13.1,0.7,14.2,54.7,2672
2024/04/21 05:00:00+00,14.5,0.9,16.1,53.1,2673
2024/04/21 06:00:00+00,14.6,0.5,15.5,63,2674
2024/04/21 07:00:00+00,13.9,0.9,15.3,64.4,2675
2024/04/21 08:00:00+00,8.6,1.3,10.6,73.9,2676
2024/04/21 09:00:00+00,6.5,1.1,8.1,77.9,2677
2024/04/21 10:00:00+00,5.6,1.4,7.8,83,2678
2024/04/21 11:00:00+00,5.8,1.3,7.7,82.9,2679
2024/04/21 12:00:00+00,6.7,1.7,9.4,79,2680
2024/04/21 13:00:00+00,6.9,1.4,9,80.4,2681
2024/04/21 14:00:00+00,5.5,1.5,7.9,87.2,2682
2024/04/21 15:00:00+00,5.9,0.9,7.1,87.5,2683
2024/04/21 16:00:00+00,5.7,0.8,6.9,85.8,2684
2024/04/21 17:00:00+00,6.1,0.6,6.9,84.2,2685
2024/04/21 18:00:00+00,7.3,1.2,9.1,82.8,2686
2024/04/21 19:00:00+00,9.3,0.7,10.3,80.9,2687
2024/04/21 20:00:00+00,14.2,-0.2,13.8,73.2,2688
2024/04/21 21:00:00+00,16.8,0.1,16.8,67.4,2689
2024/04/21 22:00:00+00,16.7,0.6,17.5,64.2,2690
2024/04/21 23:00:00+00,13.5,0.7,14.7,67.1,2691
2024/04/22 00:00:00+00,9.9,0.2,10.2,72.5,2692
2024/04/22 01:00:00+00,9,0.7,10.1,71,2693
2024/04/22 02:00:00+00,8,0.5,8.8,69,2694
2024/04/22 03:00:00+00,9.1,0.1,9.1,62.1,2695
2024/04/22 04:00:00+00,11.4,0.2,11.8,56.5,2696
2024/04/22 05:00:00+00,17.3,0.5,18.2,48.6,2697
2024/04/22 06:00:00+00,24.2,1.6,26.8,40.8,2698
2024/04/22 07:00:00+00,27.2,4.3,33.7,38.4,2699
2024/04/22 08:00:00+00,22.6,5.3,30.7,44.4,2700
2024/04/22 09:00:00+00,19.4,5.9,28.5,50.7,2701
2024/04/22 10:00:00+00,14.3,3.9,20.2,65.4,2702
2024/04/22 11:00:00+00,10.6,2.3,14.2,74.2,2703
2024/04/22 12:00:00+00,9.2,1.7,11.9,80.7,2704
2024/04/22 13:00:00+00,10.3,1,11.9,83,2705
2024/04/22 14:00:00+00,10.9,1.3,12.9,84.3,2706
2024/04/22 15:00:00+00,8.4,1,10,91.9,2707
2024/04/22 16:00:00+00,9.9,1.4,12.1,86.9,2708
2024/04/22 17:00:00+00,11.5,1.1,13.1,82,2709
2024/04/22 18:00:00+00,14,0.5,14.8,78.6,2710
2024/04/22 19:00:00+00,12.8,0.2,13.1,84.7,2711
2024/04/22 20:00:00+00,12.9,0,12.9,84.1,2712
2024/04/22 21:00:00+00,16.1,0.2,16.5,78,2713
2024/04/22 22:00:00+00,17.3,0.1,17.4,73.8,2714
2024/04/22 23:00:00+00,12.7,0.3,13.1,79.1,2715
2024/04/23 00:00:00+00,12.9,0.7,13.9,71.4,2716
2024/04/23 01:00:00+00,15.5,0.7,16.5,67.3,2717
2024/04/23 02:00:00+00,16,0.1,16.1,64,2718
2024/04/23 03:00:00+00,17.9,0.6,18.8,59.3,2719
2024/04/23 04:00:00+00,14.9,0.5,15.7,64.2,2720
2024/04/23 05:00:00+00,19.7,0.1,19.8,60.9,2721
2024/04/23 06:00:00+00,28.3,2.1,31.5,48.8,2722
2024/04/23 07:00:00+00,33.4,4.4,40.1,40.7,2723
2024/04/23 08:00:00+00,28.8,7.9,40.8,49.7,2724
2024/04/23 09:00:00+00,19.2,5.5,27.7,66.6,2725
2024/04/23 10:00:00+00,11.6,2.9,16.1,80.2,2726
2024/04/23 11:00:00+00,7.8,1.9,10.8,90.4,2727
2024/04/23 12:00:00+00,7.3,1.6,9.7,94.8,2728
2024/04/23 13:00:00+00,8.7,1.7,11.4,95.8,2729
2024/04/23 14:00:00+00,7.8,1.1,9.4,98.7,2730
2024/04/23 15:00:00+00,7.6,1.9,10.6,100.1,2731
2024/04/23 16:00:00+00,9.4,1,10.9,96.6,2732
2024/04/23 17:00:00+00,11.1,1,12.6,95.4,2733
2024/04/23 18:00:00+00,10.4,0.8,11.7,96.4,2734
2024/04/23 19:00:00+00,12,0.6,12.9,90.9,2735
2024/04/23 20:00:00+00,14.3,0.6,15.2,86,2736
2024/04/23 21:00:00+00,16.5,0.5,17.3,79.2,2737
2024/04/23 22:00:00+00,14.4,0.4,15.2,78.3,2738
2024/04/23 23:00:00+00,12.5,0.5,13.2,75.1,2739
2024/04/24 00:00:00+00,9.6,0.7,10.6,75.5,2740
2024/04/24 01:00:00+00,8.3,0.4,8.8,73.2,2741
2024/04/24 02:00:00+00,6.7,0.1,6.9,69.4,2742
2024/04/24 03:00:00+00,7.4,0.2,7.7,63.8,2743
2024/04/24 04:00:00+00,8.9,0.5,9.7,60.2,2744
2024/04/24 05:00:00+00,12.6,0.9,14,57.8,2745
2024/04/24 06:00:00+00,19.8,1.1,21.7,51.6,2746
2024/04/24 07:00:00+00,21.3,1.8,24,50.4,2747
2024/04/24 08:00:00+00,19.3,2.2,22.8,54.2,2748
2024/04/24 09:00:00+00,15.1,2.6,19,60.5,2749
2024/04/24 10:00:00+00,14.5,2.5,18.4,65.1,2750
2024/04/24 11:00:00+00,12.3,1.4,14.4,75.2,2751
2024/04/24 12:00:00+00,10.7,1.7,13.3,75.6,2752
2024/04/24 13:00:00+00,9.3,1.3,11.4,79.6,2753
2024/04/24 14:00:00+00,8.7,1.9,11.5,82.5,2754
2024/04/24 15:00:00+00,10.2,1.1,11.9,81.3,2755
2024/04/24 16:00:00+00,10.9,0.8,12.1,83.6,2756
2024/04/24 17:00:00+00,12.3,0.4,12.9,84.2,2757
2024/04/24 18:00:00+00,12.7,0.1,12.9,85.3,2758
2024/04/24 19:00:00+00,14.6,0.8,15.8,80.8,2759
2024/04/24 20:00:00+00,12.8,0.6,13.8,79.5,2760
2024/04/24 21:00:00+00,14.3,0.4,14.9,76.1,2761
2024/04/24 22:00:00+00,14,0.6,14.9,75.2,2762
2024/04/24 23:00:00+00,11.7,0.3,12.1,74,2763
2024/04/25 00:00:00+00,11.7,0.9,13.1,72.3,2764
2024/04/25 01:00:00+00,17.2,0.3,17.6,60.6,2765
2024/04/25 02:00:00+00,17.5,0.5,18.2,58.4,2766
2024/04/25 03:00:00+00,18.3,0.3,18.8,54.3,2767
2024/04/25 04:00:00+00,29.5,0.9,30.9,43.4,2768
2024/04/25 05:00:00+00,66.3,16.5,91.6,2.7,2769
2024/04/25 06:00:00+00,65.1,28.5,108.8,3.7,2770
2024/04/25 07:00:00+00,61.6,36.7,117.9,13.6,2771
2024/04/25 08:00:00+00,38.3,12.5,57.5,51.2,2772
2024/04/25 09:00:00+00,15.8,3,20.5,82.1,2773
2024/04/25 10:00:00+00,15.8,2.7,20,80,2774
2024/04/25 11:00:00+00,9.2,1.7,11.8,90.4,2775
2024/04/25 12:00:00+00,7.6,1.9,10.5,92.2,2776
2024/04/25 13:00:00+00,7.8,1.4,10,92.6,2777
2024/04/25 14:00:00+00,7.8,1.1,9.5,93.2,2778
2024/04/25 15:00:00+00,8.5,1.1,10.1,91.7,2779
2024/04/25 16:00:00+00,8.4,1.4,10.6,89.4,2780
2024/04/25 17:00:00+00,9.3,0.5,10.1,86.8,2781
2024/04/25 18:00:00+00,13.1,0.3,13.5,82.1,2782
2024/04/25 19:00:00+00,15.2,1.1,16.9,78.2,2783
2024/04/25 20:00:00+00,23.7,0.5,24.6,66,2784
2024/04/25 21:00:00+00,31.4,0.5,32.1,53,2785
2024/04/25 22:00:00+00,32.6,1.2,34.4,46.1,2786
2024/04/25 23:00:00+00,36.1,0.6,37.1,39,2787
2024/04/26 00:00:00+00,35.8,0.9,37.2,38,2788
2024/04/26 01:00:00+00,41,0.9,42.3,31.1,2789
2024/04/26 02:00:00+00,42.2,1,43.6,26.2,2790
2024/04/26 03:00:00+00,49.8,1.1,51.4,16.2,2791
2024/04/26 04:00:00+00,45.8,1.5,48.2,12.8,2792
2024/04/26 05:00:00+00,55,18.2,82.8,0.7,2793
2024/04/26 06:00:00+00,59.9,49.9,136.5,2.1,2794
2024/04/26 07:00:00+00,63.1,47.7,136.3,7.2,2795
2024/04/26 08:00:00+00,52.7,28.4,96.2,19.1,2796
2024/04/26 09:00:00+00,33.9,12.2,52.6,44.9,2797
2024/04/26 10:00:00+00,23.7,7.1,34.5,58.2,2798
2024/04/26 11:00:00+00,11.5,2.2,14.9,78,2799
2024/04/26 12:00:00+00,10,2.5,14,80.8,2800
2024/04/26 13:00:00+00,10.4,1.3,12.3,83.7,2801
2024/04/26 14:00:00+00,9.5,1,11.1,86.6,2802
2024/04/26 15:00:00+00,11.3,1.5,13.7,82,2803
2024/04/26 16:00:00+00,11.5,0.8,12.8,79.9,2804
2024/04/26 17:00:00+00,12.6,1.4,14.8,77,2805
2024/04/26 18:00:00+00,14.2,0.3,14.8,71.9,2806
2024/04/26 19:00:00+00,15.9,0.3,16.4,66.8,2807
2024/04/26 20:00:00+00,25.4,0.8,26.5,54,2808
2024/04/26 21:00:00+00,12.8,0.5,13.6,65,2809
2024/04/26 22:00:00+00,15.2,0.4,15.9,59,2810
2024/04/26 23:00:00+00,18.7,0.3,19.2,49.6,2811
2024/04/27 00:00:00+00,14.6,0.8,15.9,49.4,2812
2024/04/27 01:00:00+00,15.7,0.6,16.8,44.6,2813
2024/04/27 02:00:00+00,18.4,0.6,19.3,41.4,2814
2024/04/27 03:00:00+00,13.4,0.5,14,38.7,2815
2024/04/27 04:00:00+00,13.2,0.3,13.6,33.2,2816
2024/04/27 05:00:00+00,15.1,0.4,15.7,26.5,2817
2024/04/27 06:00:00+00,22.2,2.5,25.9,18.1,2818
2024/04/27 07:00:00+00,19.1,4.8,26.4,21.3,2819
2024/04/27 08:00:00+00,14.2,3.7,19.9,36.7,2820
2024/04/27 09:00:00+00,9.5,2.5,13.5,51.4,2821
2024/04/27 10:00:00+00,8.7,2.3,12.3,60.1,2822
2024/04/27 11:00:00+00,8,2.2,11.4,61,2823
2024/04/27 12:00:00+00,6.2,0.9,7.6,71.8,2824
2024/04/27 13:00:00+00,13.4,1.5,15.8,62.4,2825
2024/04/27 14:00:00+00,19.8,2.4,23.5,51.6,2826
2024/04/27 15:00:00+00,29.2,4,35.3,37,2827
2024/04/27 16:00:00+00,23.3,5.9,32.3,48.7,2828
2024/04/27 17:00:00+00,16.8,1.4,19,63.7,2829
2024/04/27 18:00:00+00,17.7,1.2,19.7,66.2,2830
2024/04/27 19:00:00+00,20.4,0.7,21.4,65.1,2831
2024/04/27 20:00:00+00,22,0.8,23.2,59.4,2832
2024/04/27 21:00:00+00,17.9,0.4,18.6,62.3,2833
2024/04/27 22:00:00+00,18.9,0.7,20,62.6,2834
2024/04/27 23:00:00+00,11,0.1,11.2,70.1,2835
2024/04/28 00:00:00+00,8.5,0.4,9.1,67.3,2836
2024/04/28 01:00:00+00,7.1,0.3,7.5,69,2837
2024/04/28 02:00:00+00,7.3,0.5,8,69,2838
2024/04/28 03:00:00+00,5.9,0.7,7.1,68.4,2839
2024/04/28 04:00:00+00,6.7,0.5,7.5,68.2,2840
2024/04/28 05:00:00+00,7.5,0.6,8.4,68.5,2841
2024/04/28 06:00:00+00,9.3,0.6,10.3,69.9,2842
2024/04/28 07:00:00+00,8.6,0.9,9.9,66.8,2843
2024/04/28 08:00:00+00,6.5,0.5,7.2,63.6,2844
2024/04/28 09:00:00+00,5.4,1,7.1,69.5,2845
2024/04/28 10:00:00+00,6.5,0.9,7.9,68.9,2846
2024/04/28 11:00:00+00,5.6,1.2,7.5,75.1,2847
2024/04/28 12:00:00+00,5.5,1.1,7.2,81.2,2848
2024/04/28 13:00:00+00,5.7,1.2,7.5,85.9,2849
2024/04/28 14:00:00+00,5.2,1,6.7,88.2,2850
2024/04/28 15:00:00+00,5.1,0.7,6.2,89.6,2851
2024/04/28 16:00:00+00,5.5,1,7.1,92.3,2852
2024/04/28 17:00:00+00,7.2,0.8,8.5,90.2,2853
2024/04/28 18:00:00+00,13.2,0.5,14,82.6,2854
2024/04/28 19:00:00+00,10.8,0.4,11.4,79,2855
2024/04/28 20:00:00+00,13.4,0.7,14.6,75.2,2856
2024/04/28 21:00:00+00,19.6,0.1,19.7,64.5,2857
2024/04/28 22:00:00+00,39.1,1.1,40.7,40,2858
2024/04/28 23:00:00+00,28.1,0.7,29.2,43.9,2859
2024/04/29 00:00:00+00,19.9,0.8,21.2,48,2860
2024/04/29 01:00:00+00,16,0.5,16.8,51.5,2861
2024/04/29 02:00:00+00,17.2,0.8,18.4,50.7,2862
2024/04/29 03:00:00+00,15.8,0.6,16.6,49.5,2863
2024/04/29 04:00:00+00,29.8,0.4,30.4,25.9,2864
2024/04/29 05:00:00+00,33.5,1.4,35.8,19.7,2865
2024/04/29 06:00:00+00,44.1,15.3,67.6,9.6,2866
2024/04/29 07:00:00+00,47.8,31.2,95.8,9.6,2867
2024/04/29 08:00:00+00,35.2,24.2,72.3,18.8,2868
2024/04/29 09:00:00+00,27.9,14.8,50.7,32.1,2869
2024/04/29 10:00:00+00,18.2,5.8,27,53.8,2870
2024/04/29 11:00:00+00,9.7,2.9,14.2,77.2,2871
2024/04/29 12:00:00+00,9.7,2.3,13.2,79.9,2872
2024/04/29 13:00:00+00,7.2,1.6,9.7,82.1,2873
2024/04/29 14:00:00+00,8,1,9.6,85.4,2874
2024/04/29 15:00:00+00,7.9,1.2,9.9,87.7,2875
2024/04/29 16:00:00+00,8.4,1.7,11,86.9,2876
2024/04/29 17:00:00+00,11.9,1,13.4,81.1,2877
2024/04/29 18:00:00+00,13.2,1,14.6,77.4,2878
2024/04/29 19:00:00+00,21.5,0.7,22.6,66.7,2879
2024/04/29 20:00:00+00,27.6,0.9,29,56.7,2880
2024/04/29 21:00:00+00,25.6,0.3,26,56.4,2881
2024/04/29 22:00:00+00,28.1,0.3,28.7,45.8,2882
2024/04/29 23:00:00+00,16.2,0.5,16.9,46.3,2883
2024/04/30 00:00:00+00,11.6,0.2,11.9,54.5,2884
2024/04/30 01:00:00+00,9.3,0.6,10.3,63,2885
2024/04/30 02:00:00+00,8.1,0.8,9.3,57.8,2886
2024/04/30 03:00:00+00,8.6,0.5,9.2,59.5,2887
2024/04/30 04:00:00+00,10.3,0.8,11.7,56.3,2888
2024/04/30 05:00:00+00,20.1,0.9,21.4,42.3,2889
2024/04/30 06:00:00+00,25.3,1.2,27.2,33.9,2890
2024/04/30 07:00:00+00,26.6,2.2,29.9,33.8,2891
2024/04/30 08:00:00+00,28.5,2.3,32.1,32.5,2892
2024/04/30 09:00:00+00,31.1,2.6,35.1,32.6,2893
2024/04/30 10:00:00+00,21.3,4.3,27.9,47.6,2894
2024/04/30 11:00:00+00,13.3,2.6,17.3,64.9,2895
2024/04/30 12:00:00+00,8.6,1.7,11.2,87.7,2896
2024/04/30 13:00:00+00,8.1,2.1,11.3,91,2897
2024/04/30 14:00:00+00,9.2,1.1,10.9,76.7,2898
2024/04/30 15:00:00+00,11.4,2,14.4,69.9,2899
2024/04/30 16:00:00+00,13.9,1.8,16.7,71.3,2900
2024/04/30 17:00:00+00,13.8,1.5,16,72.2,2901
2024/04/30 18:00:00+00,15.9,0.6,16.9,69,2902
2024/04/30 19:00:00+00,16.6,0.1,16.7,60.3,2903
2024/04/30 20:00:00+00,20.5,0.6,21.4,46.4,2904
2024/04/30 21:00:00+00,21.5,0.8,22.6,45.7,2905
2024/04/30 22:00:00+00,16.7,0.7,17.8,48.1,2906
2024/04/30 23:00:00+00,14.7,0.8,15.8,55.9,2907
2024/05/01 00:00:00+00,15.4,0.9,16.7,56.5,2908
2024/05/01 01:00:00+00,12.3,0.8,13.6,55.3,2909
2024/05/01 02:00:00+00,13.5,0.5,14.3,53.7,2910
2024/05/01 03:00:00+00,11.2,0.7,12.2,58.6,2911
2024/05/01 04:00:00+00,9.3,0.9,10.8,57.5,2912
2024/05/01 05:00:00+00,13.4,0.5,14.1,51.2,2913
2024/05/01 06:00:00+00,15.5,0.8,16.7,47.3,2914
2024/05/01 07:00:00+00,16.5,1.5,18.9,51.1,2915
2024/05/01 08:00:00+00,16.6,2.2,20.1,54.9,2916
2024/05/01 09:00:00+00,11.9,1.7,14.5,64.1,2917
2024/05/01 10:00:00+00,14.6,2.7,18.8,67.8,2918
2024/05/01 11:00:00+00,12.7,1.9,15.6,70.9,2919
2024/05/01 12:00:00+00,8.9,1.5,11.1,85.4,2920
2024/05/01 13:00:00+00,12.7,1,14.3,80.5,2921
2024/05/01 14:00:00+00,14.9,1.7,17.6,83.9,2922
2024/05/01 15:00:00+00,11.7,1.6,14.1,84.6,2923
2024/05/01 16:00:00+00,9.2,1.1,10.7,85.5,2924
2024/05/01 17:00:00+00,6.7,0.7,7.7,84.9,2925
2024/05/01 18:00:00+00,8.7,0.2,9,78.6,2926
2024/05/01 19:00:00+00,10.6,0.5,11.2,64.5,2927
2024/05/01 20:00:00+00,10.4,0.6,11.3,40.7,2928
2024/05/01 21:00:00+00,12.8,0.8,14.1,39.3,2929
2024/05/01 22:00:00+00,13.3,0.3,13.8,40.7,2930
2024/05/01 23:00:00+00,11.1,0.7,12.3,42.5,2931
2024/05/02 00:00:00+00,6.1,0.6,7,60.6,2932
2024/05/02 01:00:00+00,4.5,0.2,4.7,64,2933
2024/05/02 02:00:00+00,4.4,0.2,4.8,67.7,2934
2024/05/02 03:00:00+00,4.8,0.4,5.4,64.6,2935
2024/05/02 04:00:00+00,7,0.6,8,61.3,2936
2024/05/02 05:00:00+00,10.2,0.2,10.6,59,2937
2024/05/02 06:00:00+00,14,0.4,14.7,57.9,2938
2024/05/02 07:00:00+00,13.3,0.8,14.5,57,2939
2024/05/02 08:00:00+00,13,1,14.5,61.2,2940
2024/05/02 09:00:00+00,11.3,1,13,63.7,2941
2024/05/02 10:00:00+00,11.6,0.8,12.8,64.1,2942
2024/05/02 11:00:00+00,10.6,1.4,12.7,66.2,2943
2024/05/02 12:00:00+00,10.7,0.4,11.3,68.2,2944
2024/05/02 13:00:00+00,10.7,0.7,11.9,69,2945
2024/05/02 14:00:00+00,10.6,1.3,12.7,68.9,2946
2024/05/02 15:00:00+00,12.4,0.8,13.5,66,2947
2024/05/02 16:00:00+00,15.4,1.3,17.4,60.4,2948
2024/05/02 17:00:00+00,18.7,1.2,20.5,54.9,2949
2024/05/02 18:00:00+00,18.1,1.1,19.9,52.1,2950
2024/05/02 19:00:00+00,17,1,18.5,55.5,2951
2024/05/02 20:00:00+00,15,1,16.5,54.6,2952
2024/05/02 21:00:00+00,12.9,0.2,13.2,54.9,2953
2024/05/02 22:00:00+00,,,,,2954
2024/05/02 23:00:00+00,,,,,2955
2024/05/03 00:00:00+00,,,,,2956
